1.850000000000000000e+03,2.874243542137544978e+02,2.881729784725790751e+02,2.866757299549299205e+02
1.851000000000000000e+03,2.872644937305843200e+02,2.879924662733326954e+02,2.865365211878358309e+02
1.852000000000000000e+03,2.869495375243387230e+02,2.876805721894479007e+02,2.862185028592292610e+02
1.853000000000000000e+03,2.870518684052351546e+02,2.878504067899342544e+02,2.862533300205361115e+02
1.854000000000000000e+03,2.873932902758143655e+02,2.881358120443764506e+02,2.866507685072522804e+02
1.855000000000000000e+03,2.872548831678486749e+02,2.878958792359500762e+02,2.866138870997471599e+02
1.856000000000000000e+03,2.871811913350302916e+02,2.878803436229090948e+02,2.864820390471515452e+02
1.857000000000000000e+03,2.872421707085068192e+02,2.878512126610435757e+02,2.866331287559700058e+02
1.858000000000000000e+03,2.870891646948696234e+02,2.878208094883458443e+02,2.863575199013934593e+02
1.859000000000000000e+03,2.871565562018244577e+02,2.878883395923311355e+02,2.864247728113175526e+02
1.860000000000000000e+03,2.873692117758360496e+02,2.881805858050905158e+02,2.865578377465815265e+02
1.861000000000000000e+03,2.870347450974368826e+02,2.877571102948617749e+02,2.863123799000119902e+02
1.862000000000000000e+03,2.868933692515481084e+02,2.876610868666359693e+02,2.861256516364603044e+02
1.863000000000000000e+03,2.873889484111512616e+02,2.880430967044770796e+02,2.867348001178254435e+02
1.864000000000000000e+03,2.874499576063779500e+02,2.881374198402182287e+02,2.867624953725377850e+02
1.865000000000000000e+03,2.872397431624581827e+02,2.880594980314623399e+02,2.864199882934538550e+02
1.866000000000000000e+03,2.872479444458893454e+02,2.880716992719361542e+02,2.864241896198423092e+02
1.867000000000000000e+03,2.872429305069595102e+02,2.881010386537091676e+02,2.863848223602097391e+02
1.868000000000000000e+03,2.873183201870622270e+02,2.881696228236012303e+02,2.864670175505232805e+02
1.869000000000000000e+03,2.873044996334440953e+02,2.880971338036982843e+02,2.865118654631900199e+02
1.870000000000000000e+03,2.872588243754041173e+02,2.880569539002283364e+02,2.864606948505798414e+02
1.871000000000000000e+03,2.870668166356314259e+02,2.878280218451348560e+02,2.863056114261279390e+02
1.872000000000000000e+03,2.873119440118894659e+02,2.880811965415026634e+02,2.865426914822763820e+02
1.873000000000000000e+03,2.873106387893359965e+02,2.879943729454972754e+02,2.866269046331747745e+02
1.874000000000000000e+03,2.871287445199532726e+02,2.879251977968233405e+02,2.863322912430832616e+02
1.875000000000000000e+03,2.873069318360938382e+02,2.881109807784719692e+02,2.865028828937155367e+02
1.876000000000000000e+03,2.873918012417089471e+02,2.881006207008497881e+02,2.866829817825682198e+02
1.877000000000000000e+03,2.872397525767976276e+02,2.878794606003709760e+02,2.866000445532243930e+02
1.878000000000000000e+03,2.871466764943747307e+02,2.878330888766423072e+02,2.864602641121071542e+02
1.879000000000000000e+03,2.872088994047671235e+02,2.879390940223165671e+02,2.864787047872176800e+02
1.880000000000000000e+03,2.872953989221516053e+02,2.880461378793435756e+02,2.865446599649596351e+02
1.881000000000000000e+03,2.871142666065057369e+02,2.878693808820191862e+02,2.863591523309921740e+02
1.882000000000000000e+03,2.871412855364005168e+02,2.879433859823832904e+02,2.863391850904176863e+02
1.883000000000000000e+03,2.872487542698990524e+02,2.879732177921610514e+02,2.865242907476370533e+02
1.884000000000000000e+03,2.866384666435780559e+02,2.872770282747770807e+02,2.859999050123790880e+02
1.885000000000000000e+03,2.867143260723688059e+02,2.874230480835116737e+02,2.860056040612258812e+02
1.886000000000000000e+03,2.868711435026471577e+02,2.875901400286144849e+02,2.861521469766798873e+02
1.887000000000000000e+03,2.871720170228693405e+02,2.879270707582916771e+02,2.864169632874470608e+02
1.888000000000000000e+03,2.873448524555737436e+02,2.880728984644704269e+02,2.866168064466770602e+02
1.889000000000000000e+03,2.872389602554266048e+02,2.880207038026177884e+02,2.864572167082353076e+02
1.890000000000000000e+03,2.872590323108951793e+02,2.880999556058392272e+02,2.864181090159510745e+02
1.891000000000000000e+03,2.870415000258746545e+02,2.877868013826901574e+02,2.862961986690591516e+02
1.892000000000000000e+03,2.870814115907462565e+02,2.878667422755283383e+02,2.862960809059640610e+02
1.893000000000000000e+03,2.872787655740553987e+02,2.880041465336539090e+02,2.865533846144567178e+02
1.894000000000000000e+03,2.870153319110092980e+02,2.877475980891728113e+02,2.862830657328456141e+02
1.895000000000000000e+03,2.871101538744385380e+02,2.879923630062907023e+02,2.862279447425862600e+02
1.896000000000000000e+03,2.873859701924331489e+02,2.881741165831952003e+02,2.865978238016711543e+02
1.897000000000000000e+03,2.872871502648135333e+02,2.879559894723063280e+02,2.866183110573208523e+02
1.898000000000000000e+03,2.871190145634118380e+02,2.879182501229178683e+02,2.863197790039057509e+02
1.899000000000000000e+03,2.873103560036086606e+02,2.880619789342190984e+02,2.865587330729981659e+02
1.900000000000000000e+03,2.872672915850748154e+02,2.880014739617765827e+02,2.865331092083728777e+02
1.901000000000000000e+03,2.869917717891018469e+02,2.876749640504872900e+02,2.863085795277165744e+02
1.902000000000000000e+03,2.870490972615057217e+02,2.877901616588362117e+02,2.863080328641751748e+02
1.903000000000000000e+03,2.870411312163062689e+02,2.876819058346862903e+02,2.864003565979261907e+02
1.904000000000000000e+03,2.870374699251858033e+02,2.876816106630383842e+02,2.863933291873332223e+02
1.905000000000000000e+03,2.869770911542195790e+02,2.877215682665400323e+02,2.862326140418991827e+02
1.906000000000000000e+03,2.872287999281942348e+02,2.879725788141312250e+02,2.864850210422571877e+02
1.907000000000000000e+03,2.869529120224704570e+02,2.876344698688860717e+02,2.862713541760546718e+02
1.908000000000000000e+03,2.869533277668041364e+02,2.876467117799048765e+02,2.862599437537033396e+02
1.909000000000000000e+03,2.871237192776001734e+02,2.878397610074267732e+02,2.864076775477734031e+02
1.910000000000000000e+03,2.869873246951694910e+02,2.876741303376974201e+02,2.863005190526415618e+02
1.911000000000000000e+03,2.872573239356838712e+02,2.878524800930003380e+02,2.866621677783673476e+02
1.912000000000000000e+03,2.871258919908090093e+02,2.876992473800504513e+02,2.865525366015673399e+02
1.913000000000000000e+03,2.868461632783810273e+02,2.874276520182034460e+02,2.862646745385586087e+02
1.914000000000000000e+03,2.870485565521180433e+02,2.876986397403683782e+02,2.863984733638675948e+02
1.915000000000000000e+03,2.872462077404583738e+02,2.879322292333269502e+02,2.865601862475896269e+02
1.916000000000000000e+03,2.872923847630030423e+02,2.880000466975223503e+02,2.865847228284836206e+02
1.917000000000000000e+03,2.873724566419713256e+02,2.880352971849928281e+02,2.867096160989497662e+02
1.918000000000000000e+03,2.872550508756037857e+02,2.879338099134222944e+02,2.865762918377851634e+02
1.919000000000000000e+03,2.873935860704669949e+02,2.880848730237207178e+02,2.867022991172133857e+02
1.920000000000000000e+03,2.870352784496157028e+02,2.876965798149714715e+02,2.863739770842598773e+02
1.921000000000000000e+03,2.872434213264221512e+02,2.877986723644493168e+02,2.866881702883950425e+02
1.922000000000000000e+03,2.874124105997280481e+02,2.881154804404928313e+02,2.867093407589631511e+02
1.923000000000000000e+03,2.873777480894318046e+02,2.881328466604671235e+02,2.866226495183963721e+02
1.924000000000000000e+03,2.874084799512630752e+02,2.881986696001580981e+02,2.866182903023677682e+02
1.925000000000000000e+03,2.871387733639885482e+02,2.879134416681527000e+02,2.863641050598243964e+02
1.926000000000000000e+03,2.871867452689995162e+02,2.879610776537099355e+02,2.864124128842889832e+02
1.927000000000000000e+03,2.874126857652307194e+02,2.881975029548842713e+02,2.866278685755767697e+02
1.928000000000000000e+03,2.872821416939128198e+02,2.879902351017097999e+02,2.865740482861156693e+02
1.929000000000000000e+03,2.870002267305848136e+02,2.877265009279640822e+02,2.862739525332055450e+02
1.930000000000000000e+03,2.871859132254458586e+02,2.878570131469104467e+02,2.865148133039811000e+02
